#time magniutde filter
445.0 29.34 i
445.0 29.03 r
445.0 28.3 u
445.0 29.75 y
445.0 29.58 z
446.0 28.66 g
446.0 29.34 i
446.0 29.04 r
446.0 28.3 u
446.0 29.76 y
446.0 29.58 z
447.0 28.67 g
447.0 29.35 i
447.0 29.04 r
447.0 28.31 u
447.0 29.76 y
447.0 29.58 z
448.0 28.67 g
448.0 29.35 i
448.0 29.04 r
448.0 28.31 u
448.0 29.77 y
448.0 29.59 z
449.0 28.67 g
449.0 29.36 i
449.0 29.05 r
449.0 28.32 u
449.0 29.77 y
449.0 29.59 z
450.0 28.68 g
450.0 29.36 i
450.0 29.05 r
450.0 28.32 u
450.0 29.78 y
450.0 29.6 z
451.0 28.68 g
451.0 29.37 i
451.0 29.06 r
451.0 28.32 u
451.0 29.78 y
451.0 29.6 z
452.0 28.69 g
452.0 29.37 i
452.0 29.06 r
452.0 28.33 u
452.0 29.79 y
452.0 29.61 z
453.0 28.69 g
453.0 29.38 i
453.0 29.07 r
453.0 28.33 u
453.0 29.79 y
453.0 29.61 z
454.0 28.7 g
454.0 29.38 i
454.0 29.07 r
454.0 28.34 u
454.0 29.79 y
454.0 29.62 z
455.0 28.7 g
455.0 29.38 i
455.0 29.07 r
455.0 28.34 u
455.0 29.8 y
455.0 29.62 z
456.0 28.7 g
456.0 29.39 i
456.0 29.08 r
456.0 28.35 u
456.0 29.8 y
456.0 29.62 z
457.0 28.71 g
457.0 29.39 i
457.0 29.08 r
457.0 28.35 u
457.0 29.81 y
457.0 29.63 z
458.0 28.71 g
458.0 29.4 i
458.0 29.09 r
458.0 28.35 u
458.0 29.81 y
458.0 29.63 z
459.0 28.72 g
459.0 29.4 i
459.0 29.09 r
459.0 28.36 u
459.0 29.82 y
459.0 29.64 z
460.0 28.72 g
460.0 29.41 i
460.0 29.1 r
460.0 28.36 u
460.0 29.82 y
460.0 29.64 z
461.0 28.73 g
461.0 29.41 i
461.0 29.1 r
461.0 28.37 u
461.0 29.82 y
461.0 29.64 z
462.0 28.73 g
462.0 29.41 i
462.0 29.1 r
462.0 28.37 u
462.0 29.83 y
462.0 29.65 z
463.0 28.73 g
463.0 29.42 i
463.0 29.11 r
463.0 28.38 u
463.0 29.83 y
463.0 29.65 z
464.0 28.74 g
464.0 29.42 i
464.0 29.11 r
464.0 28.38 u
464.0 29.84 y
464.0 29.66 z
465.0 28.74 g
465.0 29.43 i
465.0 29.12 r
465.0 28.38 u
465.0 29.84 y
465.0 29.66 z
466.0 28.75 g
466.0 29.43 i
466.0 29.12 r
466.0 28.39 u
466.0 29.84 y
466.0 29.67 z
467.0 28.75 g
467.0 29.43 i
467.0 29.12 r
467.0 28.39 u
467.0 29.85 y
467.0 29.67 z
468.0 28.75 g
468.0 29.44 i
468.0 29.13 r
468.0 28.4 u
468.0 29.85 y
468.0 29.67 z
469.0 28.76 g
469.0 29.44 i
469.0 29.13 r
469.0 28.4 u
469.0 29.86 y
469.0 29.68 z
470.0 28.76 g
470.0 29.45 i
470.0 29.14 r
470.0 28.4 u
470.0 29.86 y
470.0 29.68 z
471.0 28.77 g
471.0 29.45 i
471.0 29.14 r
471.0 28.41 u
471.0 29.86 y
471.0 29.69 z
472.0 28.77 g
472.0 29.45 i
472.0 29.14 r
472.0 28.41 u
472.0 29.87 y
472.0 29.69 z
473.0 28.77 g
473.0 29.46 i
473.0 29.15 r
473.0 28.42 u
473.0 29.87 y
473.0 29.69 z
474.0 28.78 g
474.0 29.46 i
474.0 29.15 r
474.0 28.42 u
474.0 29.88 y
474.0 29.7 z
475.0 28.78 g
475.0 29.47 i
475.0 29.16 r
475.0 28.42 u
475.0 29.88 y
475.0 29.7 z
476.0 28.79 g
476.0 29.47 i
476.0 29.16 r
476.0 28.43 u
476.0 29.88 y
476.0 29.71 z
477.0 28.79 g
477.0 29.47 i
477.0 29.16 r
477.0 28.43 u
477.0 29.89 y
477.0 29.71 z
478.0 28.79 g
478.0 29.48 i
478.0 29.17 r
478.0 28.44 u
478.0 29.89 y
478.0 29.71 z
479.0 28.8 g
479.0 29.48 i
479.0 29.17 r
479.0 28.44 u
479.0 29.9 y
479.0 29.72 z
